Index,Date,MaxTemp
1242,2021-05-27,69
1243,2021-05-28,70
1244,2021-05-29,73
1245,2021-05-30,80
1246,2021-05-31,83
1247,2021-06-01,84
1248,2021-06-02,83
1249,2021-06-03,83
1250,2021-06-04,80
1251,2021-06-05,77
1252,2021-06-06,71
1253,2021-06-07,65
1254,2021-06-08,54
1255,2021-06-09,50
1256,2021-06-10,59
1257,2021-06-11,64
1258,2021-06-12,72
1259,2021-06-13,71
1260,2021-06-14,65
1261,2021-06-15,73
1262,2021-06-16,81
1263,2021-06-17,88
1264,2021-06-18,88
1265,2021-06-19,87
1266,2021-06-20,85
1267,2021-06-21,80
1268,2021-06-22,75
1269,2021-06-23,74
1270,2021-06-24,72
1271,2021-06-25,78
1272,2021-06-26,87
1273,2021-06-27,90
1274,2021-06-28,88
1275,2021-06-29,87
1276,2021-06-30,83
1277,2021-07-01,80
1278,2021-07-02,82
1279,2021-07-03,82
1280,2021-07-04,81
1281,2021-07-05,82
1282,2021-07-06,82
1283,2021-07-07,85
1284,2021-07-08,87
1285,2021-07-09,91
1286,2021-07-10,92
1287,2021-07-11,92
1288,2021-07-12,91
1289,2021-07-13,86
1290,2021-07-14,82
1291,2021-07-15,77
1292,2021-07-16,78
1293,2021-07-17,81
1294,2021-07-18,84
1295,2021-07-19,82
1296,2021-07-20,81
1297,2021-07-21,82
1298,2021-07-22,82
1299,2021-07-23,85
1300,2021-07-24,84
1301,2021-07-25,84
1302,2021-07-26,81
1303,2021-07-27,79
1304,2021-07-28,87
1305,2021-07-29,86
1306,2021-07-30,84
1307,2021-07-31,84
1308,2021-08-01,84
1309,2021-08-02,84
1310,2021-08-03,87
1311,2021-08-04,87
1312,2021-08-05,77
1313,2021-08-06,80
1314,2021-08-07,79
1315,2021-08-08,81
1316,2021-08-09,82
1317,2021-08-10,85
1318,2021-08-11,88
1319,2021-08-12,89
1320,2021-08-13,87
1321,2021-08-14,91
1322,2021-08-15,92
1323,2021-08-16,91
1324,2021-08-17,77
1325,2021-08-18,71
1326,2021-08-19,72
1327,2021-08-20,75
1328,2021-08-21,70
1329,2021-08-22,72
1330,2021-08-23,74
1331,2021-08-24,73
1332,2021-08-25,75
1333,2021-08-26,79
1334,2021-08-27,83
1335,2021-08-28,83
1336,2021-08-29,86
1337,2021-08-30,85
1338,2021-08-31,81
1339,2021-09-01,75
1340,2021-09-02,74
1341,2021-09-03,75
1342,2021-09-04,82
1343,2021-09-05,84
1344,2021-09-06,87
1345,2021-09-07,89
1346,2021-09-08,89
1347,2021-09-09,87
1348,2021-09-10,68
1349,2021-09-11,75
1350,2021-09-12,76
1351,2021-09-13,79
1352,2021-09-14,81
1353,2021-09-15,77
1354,2021-09-16,75
1355,2021-09-17,74
1356,2021-09-18,65
1357,2021-09-19,61
1358,2021-09-20,80
1359,2021-09-21,78
1360,2021-09-22,76
1361,2021-09-23,82
1362,2021-09-24,81
1363,2021-09-25,77
1364,2021-09-26,72
1365,2021-09-27,66
1366,2021-09-28,61
1367,2021-09-29,68
1368,2021-09-30,72
1369,2021-10-01,71
1370,2021-10-02,74
1371,2021-10-03,73
1372,2021-10-04,74
1373,2021-10-05,67
1374,2021-10-06,60
1375,2021-10-07,57
1376,2021-10-08,48
1377,2021-10-09,59
1378,2021-10-10,61
1379,2021-10-11,46
1380,2021-10-12,51
1381,2021-10-13,53
1382,2021-10-14,64
1383,2021-10-15,66
1384,2021-10-16,68
1385,2021-10-17,57
1386,2021-10-18,39
1387,2021-10-19,48
1388,2021-10-20,49
1389,2021-10-21,52
1390,2021-10-22,50
1391,2021-10-23,42
1392,2021-10-24,46
1393,2021-10-25,39
1394,2021-10-26,43
1395,2021-10-27,61
1396,2021-10-28,68
1397,2021-10-29,63
1398,2021-10-30,55
1399,2021-10-31,51
1400,2021-11-01,48
1401,2021-11-02,53
1402,2021-11-03,60
1403,2021-11-04,51
1404,2021-11-05,57
1405,2021-11-06,45
1406,2021-11-07,45
1407,2021-11-08,50
1408,2021-11-09,44
1409,2021-11-10,54
1410,2021-11-11,66
1411,2021-11-12,67
1412,2021-11-13,69
1413,2021-11-14,67
1414,2021-11-15,59
1415,2021-11-16,56
1416,2021-11-17,57
1417,2021-11-18,52
1418,2021-11-19,47
1419,2021-11-20,53
1420,2021-11-21,60
1421,2021-11-22,59
1422,2021-11-23,49
1423,2021-11-24,55
1424,2021-11-25,58
1425,2021-11-26,62
1426,2021-11-27,65
1427,2021-11-28,65
1428,2021-11-29,65
1429,2021-11-30,73
1430,2021-12-01,69
1431,2021-12-02,63
1432,2021-12-03,62
1433,2021-12-04,60
1434,2021-12-05,64
1435,2021-12-06,56
1436,2021-12-07,55
1437,2021-12-08,46
1438,2021-12-09,36
1439,2021-12-10,41
1440,2021-12-11,38
1441,2021-12-12,35
1442,2021-12-13,36
1443,2021-12-14,28
1444,2021-12-15,30
1445,2021-12-16,32
1446,2021-12-17,47
1447,2021-12-18,48
1448,2021-12-19,43
1449,2021-12-20,45
1450,2021-12-21,48
1451,2021-12-22,40
1452,2021-12-23,41
1453,2021-12-24,35
1454,2021-12-25,30
1455,2021-12-26,25
1456,2021-12-27,M
1457,2021-12-28,M
1458,2021-12-29,M
1459,2021-12-30,32
1460,2021-12-31,31
1461,2022-01-01,42
1462,2022-01-02,37
1463,2022-01-03,35
1464,2022-01-04,37
1465,2022-01-05,49
1466,2022-01-06,49
1467,2022-01-07,39
1468,2022-01-08,46
1469,2022-01-09,48
1470,2022-01-10,52
1471,2022-01-11,61
1472,2022-01-12,61
1473,2022-01-13,50
1474,2022-01-14,56
1475,2022-01-15,57
1476,2022-01-16,49
1477,2022-01-17,49
1478,2022-01-18,49
1479,2022-01-19,54
1480,2022-01-20,57
1481,2022-01-21,48
1482,2022-01-22,50
1483,2022-01-23,54
1484,2022-01-24,53
1485,2022-01-25,49
1486,2022-01-26,50
1487,2022-01-27,55
1488,2022-01-28,54
1489,2022-01-29,51
1490,2022-01-30,54
1491,2022-01-31,49
1492,2022-02-01,40
1493,2022-02-02,43
1494,2022-02-03,52
1495,2022-02-04,50
1496,2022-02-05,60
1497,2022-02-06,62
1498,2022-02-07,59
1499,2022-02-08,59
1500,2022-02-09,59
1501,2022-02-10,66
1502,2022-02-11,66
1503,2022-02-12,60
1504,2022-02-13,61
1505,2022-02-14,51
1506,2022-02-15,38
1507,2022-02-16,47
1508,2022-02-17,51
1509,2022-02-18,57
1510,2022-02-19,56
1511,2022-02-20,47
1512,2022-02-21,35
1513,2022-02-22,27
1514,2022-02-23,32
1515,2022-02-24,36
1516,2022-02-25,44
1517,2022-02-26,45
1518,2022-02-27,54
1519,2022-02-28,60
1520,2022-03-01,59
1521,2022-03-02,57
1522,2022-03-03,50
1523,2022-03-04,42
1524,2022-03-05,30
1525,2022-03-06,46
1526,2022-03-07,48
1527,2022-03-08,53
1528,2022-03-09,47
1529,2022-03-10,47
1530,2022-03-11,53
1531,2022-03-12,51
1532,2022-03-13,43
1533,2022-03-14,54
1534,2022-03-15,49
1535,2022-03-16,55
1536,2022-03-17,51
1537,2022-03-18,56
1538,2022-03-19,43
1539,2022-03-20,52
1540,2022-03-21,62
1541,2022-03-22,68
1542,2022-03-23,65
1543,2022-03-24,66
1544,2022-03-25,65
1545,2022-03-26,63
1546,2022-03-27,57
1547,2022-03-28,40
1548,2022-03-29,54
1549,2022-03-30,49
1550,2022-03-31,54
1551,2022-04-01,59
1552,2022-04-02,62
1553,2022-04-03,61
1554,2022-04-04,54
1555,2022-04-05,59
1556,2022-04-06,73
1557,2022-04-07,73
1558,2022-04-08,69
1559,2022-04-09,60
1560,2022-04-10,53
1561,2022-04-11,39
1562,2022-04-12,35
1563,2022-04-13,39
1564,2022-04-14,36
1565,2022-04-15,45
1566,2022-04-16,41
1567,2022-04-17,54
1568,2022-04-18,51
1569,2022-04-19,44
1570,2022-04-20,48
1571,2022-04-21,37
1572,2022-04-22,40
1573,2022-04-23,54
1574,2022-04-24,59
1575,2022-04-25,60
1576,2022-04-26,59
1577,2022-04-27,56
1578,2022-04-28,47
1579,2022-04-29,61
1580,2022-04-30,58
1581,2022-05-01,62
1582,2022-05-02,52
1583,2022-05-03,68
1584,2022-05-04,69
1585,2022-05-05,61
1586,2022-05-06,56
1587,2022-05-07,52
1588,2022-05-08,39
1589,2022-05-09,37
1590,2022-05-10,37
1591,2022-05-11,46
1592,2022-05-12,51
1593,2022-05-13,62
1594,2022-05-14,72
1595,2022-05-15,72
1596,2022-05-16,66
1597,2022-05-17,70
1598,2022-05-18,78
1599,2022-05-19,67
1600,2022-05-20,59
1601,2022-05-21,64
1602,2022-05-22,66
1603,2022-05-23,72
1604,2022-05-24,76
1605,2022-05-25,79
1606,2022-05-26,73
1607,2022-05-27,67
1608,2022-05-28,53
1609,2022-05-29,56
1610,2022-05-30,57
1611,2022-05-31,M
1612,2022-06-01,71
1613,2022-06-02,71
1614,2022-06-03,65
1615,2022-06-04,54
1616,2022-06-05,54
1617,2022-06-06,66
1618,2022-06-07,72
1619,2022-06-08,72
1620,2022-06-09,76
1621,2022-06-10,79
1622,2022-06-11,76
1623,2022-06-12,61
1624,2022-06-13,58
1625,2022-06-14,67
1626,2022-06-15,74
1627,2022-06-16,67
1628,2022-06-17,52
1629,2022-06-18,52
1630,2022-06-19,61
1631,2022-06-20,68
1632,2022-06-21,81
1633,2022-06-22,79
1634,2022-06-23,76
1635,2022-06-24,80
1636,2022-06-25,82
1637,2022-06-26,82
1638,2022-06-27,82
1639,2022-06-28,79
1640,2022-06-29,77
1641,2022-06-30,73
1642,2022-07-01,74
1643,2022-07-02,70
1644,2022-07-03,63
1645,2022-07-04,65
1646,2022-07-05,66
1647,2022-07-06,67
1648,2022-07-07,70
1649,2022-07-08,75
1650,2022-07-09,74
1651,2022-07-10,80
1652,2022-07-11,85
1653,2022-07-12,83
1654,2022-07-13,78
1655,2022-07-14,80
1656,2022-07-15,83
1657,2022-07-16,84
1658,2022-07-17,84
1659,2022-07-18,82
1660,2022-07-19,82
1661,2022-07-20,84
1662,2022-07-21,83
1663,2022-07-22,81
1664,2022-07-23,81
1665,2022-07-24,81
1666,2022-07-25,83
1667,2022-07-26,82
1668,2022-07-27,83
1669,2022-07-28,88
1670,2022-07-29,88
1671,2022-07-30,86
1672,2022-07-31,81
1673,2022-08-01,73
1674,2022-08-02,81
1675,2022-08-03,84
1676,2022-08-04,84
1677,2022-08-05,75
1678,2022-08-06,76
1679,2022-08-07,80
1680,2022-08-08,80
1681,2022-08-09,73
1682,2022-08-10,75
1683,2022-08-11,77
1684,2022-08-12,78
1685,2022-08-13,80
1686,2022-08-14,81
1687,2022-08-15,84
1688,2022-08-16,88
1689,2022-08-17,85
1690,2022-08-18,84
1691,2022-08-19,85
1692,2022-08-20,85
1693,2022-08-21,84
1694,2022-08-22,82
1695,2022-08-23,84
1696,2022-08-24,84
1697,2022-08-25,82
1698,2022-08-26,82
1699,2022-08-27,80
1700,2022-08-28,81
1701,2022-08-29,83
1702,2022-08-30,85
1703,2022-08-31,86
1704,2022-09-01,90
1705,2022-09-02,90
1706,2022-09-03,86
1707,2022-09-04,91
1708,2022-09-05,95
1709,2022-09-06,96
1710,2022-09-07,88
1711,2022-09-08,91
1712,2022-09-09,88
1713,2022-09-10,77
1714,2022-09-11,73
1715,2022-09-12,70
1716,2022-09-13,69
1717,2022-09-14,64
1718,2022-09-15,63
1719,2022-09-16,67
1720,2022-09-17,63
1721,2022-09-18,58
1722,2022-09-19,56
1723,2022-09-20,54
1724,2022-09-21,52
1725,2022-09-22,66
1726,2022-09-23,72
1727,2022-09-24,76
1728,2022-09-25,79
1729,2022-09-26,79
1730,2022-09-27,75
1731,2022-09-28,72
1732,2022-09-29,71
1733,2022-09-30,74
1734,2022-10-01,72
1735,2022-10-02,70
1736,2022-10-03,73
1737,2022-10-04,75
1738,2022-10-05,75
1739,2022-10-06,76
1740,2022-10-07,78
1741,2022-10-08,78
1742,2022-10-09,76
1743,2022-10-10,75
1744,2022-10-11,75
1745,2022-10-12,79
1746,2022-10-13,79
1747,2022-10-14,80
1748,2022-10-15,75
1749,2022-10-16,69
1750,2022-10-17,68
1751,2022-10-18,74
1752,2022-10-19,78
1753,2022-10-20,74
1754,2022-10-21,70
1755,2022-10-22,56
1756,2022-10-23,49
1757,2022-10-24,58
1758,2022-10-25,55
1759,2022-10-26,54
1760,2022-10-27,58
1761,2022-10-28,58
1762,2022-10-29,62
1763,2022-10-30,65
1764,2022-10-31,60
1765,2022-11-01,46
1766,2022-11-02,31
1767,2022-11-03,39
1768,2022-11-04,49
1769,2022-11-05,43
1770,2022-11-06,43
1771,2022-11-07,35
1772,2022-11-08,32
1773,2022-11-09,31
1774,2022-11-10,43
1775,2022-11-11,43
1776,2022-11-12,36
1777,2022-11-13,48
1778,2022-11-14,48
1779,2022-11-15,49
1780,2022-11-16,59
1781,2022-11-17,52
1782,2022-11-18,48
1783,2022-11-19,53
1784,2022-11-20,51
1785,2022-11-21,53
1786,2022-11-22,55
1787,2022-11-23,61
1788,2022-11-24,63
1789,2022-11-25,55
1790,2022-11-26,55
1791,2022-11-27,50
1792,2022-11-28,39
1793,2022-11-29,44
1794,2022-11-30,39
1795,2022-12-01,33
1796,2022-12-02,36
1797,2022-12-03,41
1798,2022-12-04,38
1799,2022-12-05,32
1800,2022-12-06,38
1801,2022-12-07,37
1802,2022-12-08,33
1803,2022-12-09,34
1804,2022-12-10,38
1805,2022-12-11,31
1806,2022-12-12,32
1807,2022-12-13,39
1808,2022-12-14,48
1809,2022-12-15,52
1810,2022-12-16,47
1811,2022-12-17,45
1812,2022-12-18,43
1813,2022-12-19,43
1814,2022-12-20,45
1815,2022-12-21,49
1816,2022-12-22,49
1817,2022-12-23,49
1818,2022-12-24,58
1819,2022-12-25,65
1820,2022-12-26,55
1821,2022-12-27,41
1822,2022-12-28,37
1823,2022-12-29,38
1824,2022-12-30,45
1825,2022-12-31,44
1826,2023-01-01,34
1827,2023-01-02,33
1828,2023-01-03,34
1829,2023-01-04,45
1830,2023-01-05,39
1831,2023-01-06,35
1832,2023-01-07,40
1833,2023-01-08,38
1834,2023-01-09,42
1835,2023-01-10,39
1836,2023-01-11,40
1837,2023-01-12,51
1838,2023-01-13,47
1839,2023-01-14,35
1840,2023-01-15,31
1841,2023-01-16,30
1842,2023-01-17,35
1843,2023-01-18,35
1844,2023-01-19,36
1845,2023-01-20,42
1846,2023-01-21,47
1847,2023-01-22,36
1848,2023-01-23,47
1849,2023-01-24,53
1850,2023-01-25,51
1851,2023-01-26,59
1852,2023-01-27,50
1853,2023-01-28,46
1854,2023-01-29,31
1855,2023-01-30,35
1856,2023-01-31,53
1857,2023-02-01,50
1858,2023-02-02,47
1859,2023-02-03,41
1860,2023-02-04,44
1861,2023-02-05,35
1862,2023-02-06,42
1863,2023-02-07,54
1864,2023-02-08,53
1865,2023-02-09,57
1866,2023-02-10,47
1867,2023-02-11,43
1868,2023-02-12,55
1869,2023-02-13,54
1870,2023-02-14,33
1871,2023-02-15,40
1872,2023-02-16,39
1873,2023-02-17,48
1874,2023-02-18,46
1875,2023-02-19,57
1876,2023-02-20,59
1877,2023-02-21,49
1878,2023-02-22,24
1879,2023-02-23,23
1880,2023-02-24,31
1881,2023-02-25,35
1882,2023-02-26,28
1883,2023-02-27,27
1884,2023-02-28,26
1885,2023-03-01,29
1886,2023-03-02,45
1887,2023-03-03,40
1888,2023-03-04,31
1889,2023-03-05,25
1890,2023-03-06,26
1891,2023-03-07,29
1892,2023-03-08,28
1893,2023-03-09,38
1894,2023-03-10,41
1895,2023-03-11,39
1896,2023-03-12,38
1897,2023-03-13,40
1898,2023-03-14,43
1899,2023-03-15,49
1900,2023-03-16,47
1901,2023-03-17,52
1902,2023-03-18,48
1903,2023-03-19,43
1904,2023-03-20,40
1905,2023-03-21,40
1906,2023-03-22,34
1907,2023-03-23,32
1908,2023-03-24,33
1909,2023-03-25,37
1910,2023-03-26,37
1911,2023-03-27,41
1912,2023-03-28,37
1913,2023-03-29,30
1914,2023-03-30,36
1915,2023-03-31,39
1916,2023-04-01,42
1917,2023-04-02,37
1918,2023-04-03,32
1919,2023-04-04,35
1920,2023-04-05,43
1921,2023-04-06,47
1922,2023-04-07,39
1923,2023-04-08,50
1924,2023-04-09,63
1925,2023-04-10,60
1926,2023-04-11,54
1927,2023-04-12,46
1928,2023-04-13,49
1929,2023-04-14,49
1930,2023-04-15,54
1931,2023-04-16,51
1932,2023-04-17,45
1933,2023-04-18,35
1934,2023-04-19,41
1935,2023-04-20,54
1936,2023-04-21,64
1937,2023-04-22,65
1938,2023-04-23,58
1939,2023-04-24,58
1940,2023-04-25,65
1941,2023-04-26,70
1942,2023-04-27,73
1943,2023-04-28,72
1944,2023-04-29,70
1945,2023-04-30,62
1946,2023-05-01,46
1947,2023-05-02,45
1948,2023-05-03,44
1949,2023-05-04,36
1950,2023-05-05,37
1951,2023-05-06,35
1952,2023-05-07,46
1953,2023-05-08,41
1954,2023-05-09,53
1955,2023-05-10,53
1956,2023-05-11,60
1957,2023-05-12,72
1958,2023-05-13,75
1959,2023-05-14,71
1960,2023-05-15,71
1961,2023-05-16,74
1962,2023-05-17,75
1963,2023-05-18,74
1964,2023-05-19,75
1965,2023-05-20,73
1966,2023-05-21,74
1967,2023-05-22,73
1968,2023-05-23,68
1969,2023-05-24,64
1970,2023-05-25,63
1971,2023-05-26,62
1972,2023-05-27,65
1973,2023-05-28,63
1974,2023-05-29,66
1975,2023-05-30,61
1976,2023-05-31,64
1977,2023-06-01,65
1978,2023-06-02,67
1979,2023-06-03,73
1980,2023-06-04,78
1981,2023-06-05,78
1982,2023-06-06,66
1983,2023-06-07,59
1984,2023-06-08,57
1985,2023-06-09,64
1986,2023-06-10,69
1987,2023-06-11,66
1988,2023-06-12,60
1989,2023-06-13,65
1990,2023-06-14,70
1991,2023-06-15,72
1992,2023-06-16,76
1993,2023-06-17,73
1994,2023-06-18,64
1995,2023-06-19,52
1996,2023-06-20,58
1997,2023-06-21,64
1998,2023-06-22,63
1999,2023-06-23,62
2000,2023-06-24,65
2001,2023-06-25,65
2002,2023-06-26,67
2003,2023-06-27,69
2004,2023-06-28,73
2005,2023-06-29,81
2006,2023-06-30,82
2007,2023-07-01,85
2008,2023-07-02,86
2009,2023-07-03,83
2010,2023-07-04,78
2011,2023-07-05,78
2012,2023-07-06,75
2013,2023-07-07,75
2014,2023-07-08,75
2015,2023-07-09,72
2016,2023-07-10,75
2017,2023-07-11,77
2018,2023-07-12,76
2019,2023-07-13,79
2020,2023-07-14,84
2021,2023-07-15,89
2022,2023-07-16,92
2023,2023-07-17,86
2024,2023-07-18,82
2025,2023-07-19,81
2026,2023-07-20,84
2027,2023-07-21,88
2028,2023-07-22,88
2029,2023-07-23,85
2030,2023-07-24,78
2031,2023-07-25,81
2032,2023-07-26,80
2033,2023-07-27,77
2034,2023-07-28,79
2035,2023-07-29,80
2036,2023-07-30,81
2037,2023-07-31,80
2038,2023-08-01,77
2039,2023-08-02,75
2040,2023-08-03,73
2041,2023-08-04,75
2042,2023-08-05,78
2043,2023-08-06,81
2044,2023-08-07,80
2045,2023-08-08,77
2046,2023-08-09,75
2047,2023-08-10,76
2048,2023-08-11,73
2049,2023-08-12,80
2050,2023-08-13,84
2051,2023-08-14,79
2052,2023-08-15,87
2053,2023-08-16,88
2054,2023-08-17,84
2055,2023-08-18,81
2056,2023-08-19,80
2057,2023-08-20,67
